time_ms,pitch_deg,u_deg,motor_pos
3227,3.29,0,0.37
3258,3.29,0,0.37
3289,3.3,0,0.37
3320,3.29,0,0.37
3353,3.29,0,0.37
3385,3.29,0,0.37
3417,3.28,0,0.37
3448,3.28,0,0.37
3479,3.29,0,0.37
3510,3.28,0,0.37
3542,3.29,0,0.37
3575,3.29,0,0.37
3607,3.28,0,0.37
3638,3.29,0,0.37
3669,3.28,0,0.37
3701,3.28,0,0.37
3733,3.29,0,0.37
3764,3.28,0,0.37
3796,3.28,0,0.37
3828,3.28,0,0.37
3859,3.28,0,0.37
3890,3.28,0,0.37
3921,3.28,0,0.37
3953,3.28,0,0.37
3985,3.27,0,0.37
4017,3.28,0,0.37
4049,3.27,0,0.37
4080,3.28,0,0.37
4111,3.28,0,0.37
4142,3.28,0,0.37
4173,3.28,0,0.37
4205,3.28,0,0.37
4238,3.28,0,0.37
4270,3.27,0,0.37
4301,3.27,0,0.37
4332,3.27,0,0.37
4363,3.27,0,0.37
4394,3.27,0,0.37
4427,3.27,0,0.37
4459,3.27,0,0.37
4491,3.27,0,0.37
4522,3.27,0,0.37
4553,3.27,0,0.37
4584,3.27,0,0.37
4615,3.27,0,0.37
4648,3.27,0,0.37
4680,3.28,0,0.37
4712,3.27,0,0.37
4743,3.28,0,0.37
4774,3.27,0,0.37
4805,3.27,0,0.37
4837,3.27,0,0.37
4868,3.27,0,0.37
4901,3.27,0,0.37
4932,3.27,0,0.37
4963,3.27,0,0.37
4994,3.27,0,0.37
5026,3.27,0,0.37
5057,3.27,0,0.37
5090,3.27,0,0.37
5122,3.27,0,0.37
5153,3.27,0,0.37
5184,3.27,0,0.37
5215,3.27,0,0.37
5247,3.27,0,0.37
5279,3.27,0,0.37
5311,3.27,0,0.37
5343,3.27,0,0.37
5374,3.27,0,0.37
5405,3.27,0,0.37
5437,3.27,0,0.37
5468,3.27,0,0.37
5500,3.27,0,0.37
5543,3.27,0,0.37
5575,3.27,0,0.37
5607,3.27,0,0.37
5639,3.27,0,0.37
5670,3.27,0,0.37
5703,3.27,0,0.37
5735,3.25,0,0.37
5766,3.26,0,0.37
5797,3.25,0,0.37
5828,3.24,0,0.37
5860,3.25,0,0.37
5892,3.25,0,0.37
5925,3.25,0,0.37
5956,3.25,0,0.37
5987,3.26,0,0.37
6018,3.25,0,0.37
6049,3.25,0,0.37
6082,3.25,0,0.37
6114,3.25,0,0.37
6146,3.25,0,0.37
6177,3.26,0,0.37
6208,3.25,0,0.37
6239,3.25,0,0.37
6270,3.25,0,0.37
6303,3.25,0,0.37
6335,3.25,0,0.37
6367,3.25,0,0.37
6398,3.25,0,0.37
6429,3.25,0,0.37
6460,3.25,0,0.37
6493,3.25,0,0.37
6524,3.25,0,0.37
6556,3.25,0,0.37
6588,3.25,0,0.37
6619,3.25,0,0.37
6650,3.25,0,0.37
6681,3.25,0,0.37
6713,3.25,0,0.37
6745,3.25,0,0.37
6778,3.25,0,0.37
6809,3.25,0,0.37
6840,3.25,0,0.37
6871,3.25,0,0.37
6902,3.25,0,0.37
6935,3.25,0,0.37
6967,3.25,0,0.37
6999,3.25,0,0.37
7030,3.25,0,0.37
7061,3.25,0,0.37
7092,3.26,0,0.37
7123,3.23,0,0.37
7156,3.24,0,0.37
7188,3.24,0,0.37
7220,3.24,0,0.37
7251,3.23,0,0.37
7282,3.24,0,0.37
7314,3.23,0,0.37
7346,3.24,0,0.37
7378,3.24,0,0.37
7410,3.23,0,0.37
7441,3.23,0,0.37
7472,3.23,0,0.37
7503,3.23,0,0.37
7534,3.23,0,0.37
7567,3.23,0,0.37
7599,3.23,0,0.37
7631,3.23,0,0.37
7662,3.23,0,0.37
7693,3.23,0,0.37
7725,3.23,0,0.37
7756,3.23,0,0.37
7788,3.24,0,0.37
7821,3.24,0.05,0.37
7852,3.24,0.05,0.37
7884,3.18,0.05,0.37
7915,3.06,0.05,0.37
7946,2.93,0.05,0.37
7977,2.83,0.05,0.37
8009,2.82,0.05,0.37
8042,2.82,0.05,0.37
8073,2.81,0.05,0.37
8104,2.82,0.05,0.37
8136,2.82,0.05,0.37
8167,2.82,0.05,0.37
8200,2.82,0.05,0.37
8240,2.82,0.05,0.37
8273,2.82,0.05,0.37
8304,2.82,0.05,0.37
8335,2.82,0.05,0.37
8366,2.81,0.05,0.37
8398,2.82,0.05,0.37
8429,2.82,0.05,0.37
8461,2.81,0.05,0.37
8494,2.81,0.05,0.37
8525,2.82,0.05,0.37
8556,2.82,0.05,0.37
8587,2.82,0.05,0.37
8619,2.81,0.05,0.37
8651,2.81,0.05,0.37
8683,2.81,0.05,0.37
8715,2.81,0.05,0.37
8746,2.81,-0.05,0.37
8777,2.81,-0.05,0.37
8808,2.97,-0.05,0.37
8839,3.13,-0.05,0.37
8872,3.21,-0.05,0.37
8904,3.18,-0.05,0.37
8936,3.19,-0.05,0.37
8967,3.2,-0.05,0.37
8998,3.2,-0.05,0.37
9029,3.19,-0.05,0.37
9062,3.19,-0.05,0.37
9094,3.18,-0.05,0.37
9126,3.18,-0.05,0.37
9157,3.19,-0.05,0.37
9188,3.19,-0.05,0.37
9220,3.19,-0.05,0.37
9251,3.19,-0.05,0.37
9282,3.19,-0.05,0.37
9315,3.19,-0.05,0.37
9347,3.19,-0.05,0.37
9378,3.19,-0.05,0.37
9409,3.19,-0.05,0.37
9440,3.19,-0.05,0.37
9472,3.19,-0.05,0.37
9504,3.19,-0.05,0.37
9537,3.19,-0.05,0.37
9568,3.19,-0.05,0.37
9599,3.19,-0.05,0.37
9630,3.19,-0.05,0.37
9661,3.19,-0.05,0.37
9694,3.19,-0.05,0.37
9726,3.19,-0.05,0.37
9758,3.19,-0.05,0.37
9789,3.19,-0.05,0.37
9821,3.19,-0.05,0.37
9852,3.19,-0.05,0.37
9883,3.19,-0.05,0.37
9915,3.19,-0.05,0.37
9948,3.19,-0.05,0.37
9980,3.19,-0.05,0.37
10011,3.19,-0.05,0.37
10042,3.19,-0.05,0.37
10073,3.19,-0.05,0.37
10105,3.19,-0.05,0.37
10136,3.19,-0.05,0.37
10169,3.19,0.1,0.37
10200,3.19,0.1,0.37
10243,2.84,0.1,0.37
10274,2.47,0.1,0.37
10306,2.21,0.1,0.37
10337,2.2,0.1,0.37
10369,2.26,0.1,0.37
10401,2.23,0.1,0.37
10432,2.24,0.1,0.37
10463,2.23,0.1,0.37
10494,2.24,0.1,0.37
10526,2.23,0.1,0.37
10558,2.24,0.1,0.37
10590,2.24,0.1,0.37
10622,2.24,0.1,0.37
10653,2.24,0.1,0.37
10684,2.24,0.1,0.37
10715,2.24,0.1,0.37
10747,2.24,0.1,0.37
10779,2.24,0.1,0.37
10812,2.24,0.1,0.37
10843,2.24,0.1,0.37
10874,2.24,0.1,0.37
10905,2.24,0.1,0.37
10936,2.24,0.1,0.37
10968,2.24,0.1,0.37
11001,2.24,0.1,0.37
11033,2.24,0.1,0.37
11064,2.24,0.1,0.37
11095,2.24,0.1,0.37
11126,2.24,0.1,0.37
11158,2.24,0.1,0.37
11189,2.24,0.1,0.37
11221,2.24,0.1,0.37
11253,2.24,0.1,0.37
11285,2.24,-0.1,0.37
11316,2.27,-0.1,0.37
11347,2.86,-0.1,0.37
11378,3.62,-0.1,0.37
11411,4.15,-0.1,0.36
11442,4.15,-0.1,0.36
11474,3.9,-0.1,0.36
11505,3.56,-0.1,0.36
11536,3.52,-0.1,0.36
11567,3.56,-0.1,0.36
11599,3.54,-0.1,0.36
11631,3.56,-0.1,0.36
11663,3.54,-0.1,0.36
11695,3.56,-0.1,0.36
11726,3.54,-0.1,0.36
11757,3.56,-0.1,0.36
11788,3.55,-0.1,0.36
11820,3.55,-0.1,0.36
11852,3.55,-0.1,0.36
11885,3.56,-0.1,0.36
11916,3.56,-0.1,0.36
11947,3.56,-0.1,0.36
11978,3.56,-0.1,0.36
12010,3.56,-0.1,0.36
12041,3.56,-0.1,0.36
12073,3.56,-0.1,0.36
12105,3.56,-0.1,0.36
12137,3.56,-0.1,0.36
12168,3.56,-0.1,0.36
12199,3.56,-0.1,0.36
12231,3.56,-0.1,0.36
12263,3.57,-0.1,0.36
12295,3.57,-0.1,0.36
12327,3.57,-0.1,0.36
12358,3.57,-0.1,0.36
12389,3.57,-0.1,0.36
12420,3.57,-0.1,0.36
12452,3.57,-0.1,0.36
12485,3.56,-0.1,0.36
12517,3.56,-0.1,0.36
12548,3.57,-0.1,0.36
12579,3.56,-0.1,0.36
12611,3.58,-0.1,0.36
12642,3.57,-0.1,0.36
12674,3.57,-0.1,0.36
12707,3.56,-0.1,0.36
12739,3.58,-0.1,0.36
12770,3.56,-0.1,0.36
12801,3.59,-0.1,0.36
12832,3.57,-0.1,0.36
12864,3.58,-0.1,0.36
12896,3.57,0.15,0.36
12928,3.58,0.15,0.36
12960,2.93,0.15,0.37
12991,2.07,0.15,0.37
13022,1.39,0.15,0.37
13053,1.33,0.15,0.37
13085,1.64,0.15,0.37
13118,1.98,0.15,0.37
13150,2.13,0.15,0.37
13181,2.05,0.15,0.37
13212,2.08,0.15,0.37
13243,2.05,0.15,0.37
13275,2.07,0.15,0.37
13307,2.07,0.15,0.37
13339,2.06,0.15,0.37
13371,2.07,0.15,0.37
13402,2.07,0.15,0.37
13433,2.07,0.15,0.37
13465,2.07,0.15,0.37
13496,2.08,0.15,0.37
13528,2.06,0.15,0.37
13561,2.07,0.15,0.37
13592,2.07,0.15,0.37
13623,2.07,0.15,0.37
13654,2.07,0.15,0.37
13686,2.07,0.15,0.37
13718,2.07,0.15,0.37
13750,2.07,0.15,0.37
13782,2.07,0.15,0.37
13813,2.07,0.15,0.37
13844,2.07,0.15,0.37
13875,2.07,0.15,0.37
13907,2.07,0.15,0.37
13940,2.07,0.15,0.37
13972,2.07,0.15,0.37
14003,2.07,0.15,0.37
14034,2.07,0.15,0.37
14066,2.07,0.15,0.37
14097,2.07,0.15,0.37
14129,2.07,0.15,0.37
14161,2.07,0.15,0.37
14193,2.07,0.15,0.37
14225,2.07,-0.15,0.37
14256,2.06,-0.15,0.37
14287,2.59,-0.15,0.37
14318,3.75,-0.15,0.36
14349,4.68,-0.15,0.36
14381,4.93,-0.15,0.36
14412,4.53,-0.15,0.36
14444,3.98,-0.15,0.36
14475,3.52,-0.15,0.36
14507,3.62,-0.15,0.36
14538,3.76,-0.15,0.36
14570,3.81,-0.15,0.36
14601,3.78,-0.15,0.36
14634,3.82,-0.15,0.36
14665,3.79,-0.15,0.36
14696,3.81,-0.15,0.36
14727,3.81,-0.15,0.36
14759,3.8,-0.15,0.36
14791,3.81,-0.15,0.36
14823,3.81,-0.15,0.36
14855,3.81,-0.15,0.36
14886,3.81,-0.15,0.36
14918,3.8,-0.15,0.36
14949,3.8,-0.15,0.36
14980,3.8,-0.15,0.36
15012,3.8,-0.15,0.36
15045,3.81,-0.15,0.36
15076,3.81,-0.15,0.36
15107,3.81,-0.15,0.36
15138,3.8,-0.15,0.36
15170,3.8,-0.15,0.36
15201,3.8,-0.15,0.36
15233,3.8,-0.15,0.36
15266,3.81,-0.15,0.36
15297,3.81,-0.15,0.36
15329,3.81,-0.15,0.36
15360,3.81,-0.15,0.36
15391,3.81,-0.15,0.36
15422,3.81,-0.15,0.36
15454,3.81,-0.15,0.36
15486,3.81,-0.15,0.36
15518,3.81,-0.15,0.36
15549,3.81,-0.15,0.36
15580,3.81,-0.15,0.36
15611,3.81,-0.15,0.36
15642,3.81,-0.15,0.36
15675,3.81,-0.15,0.36
15706,3.81,-0.15,0.36
15738,3.81,0.2,0.36
15769,3.8,0.2,0.36
15801,2.87,0.2,0.37
15832,1.59,0.2,0.37
15863,0.56,0.2,0.37
15895,0.48,0.2,0.37
15928,1.03,0.2,0.37
15959,1.72,0.2,0.37
15990,2.17,0.2,0.37
16021,2.01,0.2,0.37
16052,1.78,0.2,0.37
16083,1.63,0.2,0.37
16115,1.65,0.2,0.37
16147,1.65,0.2,0.37
16179,1.64,0.2,0.37
16211,1.64,0.2,0.37
16242,1.65,0.2,0.37
16273,1.65,0.2,0.37
16304,1.66,0.2,0.37
16336,1.66,0.2,0.37
16368,1.66,0.2,0.37
16401,1.66,0.2,0.37
16432,1.65,0.2,0.37
16463,1.66,0.2,0.37
16494,1.65,0.2,0.37
16525,1.66,0.2,0.37
16556,1.66,-0.2,0.37
16588,1.66,-0.2,0.37
16620,2.36,-0.2,0.37
16652,3.99,-0.2,0.36
16683,5.66,-0.2,0.36
16714,5.67,-0.2,0.36
16745,4.94,-0.2,0.36
16777,3.97,-0.2,0.36
16808,3.45,-0.2,0.36
16841,3.56,-0.2,0.36
16872,3.95,-0.2,0.36
16903,4.37,-0.2,0.36
16934,4.35,-0.2,0.36
16966,4.27,-0.2,0.36
16998,4.3,-0.2,0.36
17030,4.27,-0.2,0.36
17061,4.29,-0.2,0.36
17093,4.29,-0.2,0.36
17124,4.3,-0.2,0.36
17155,4.29,-0.2,0.36
17186,4.3,-0.2,0.36
17219,4.3,-0.2,0.36
17251,4.29,-0.2,0.36
17283,4.31,-0.2,0.36
17314,4.29,-0.2,0.36
17346,4.31,-0.2,0.36
17377,4.3,-0.2,0.36
17408,4.3,-0.2,0.36
17440,4.3,-0.2,0.36
17473,4.3,-0.2,0.36
17505,4.3,-0.2,0.36
17536,4.29,-0.2,0.36
17567,4.29,-0.2,0.36
17598,4.3,-0.2,0.36
17630,4.29,-0.2,0.36
17661,4.3,-0.2,0.36
17694,4.29,-0.2,0.36
17725,4.29,-0.2,0.36
17756,4.3,-0.2,0.36
17787,4.3,-0.2,0.36
17819,4.3,-0.2,0.36
17850,4.3,-0.2,0.36
17883,4.3,-0.2,0.36
17915,4.3,-0.2,0.36
17946,4.3,-0.2,0.36
17977,4.3,-0.2,0.36
18008,4.3,-0.2,0.36
18039,4.3,-0.2,0.36
18071,4.3,-0.2,0.36
18103,4.29,-0.2,0.36
18136,4.3,-0.2,0.36
18167,4.3,-0.2,0.36
18198,4.3,-0.2,0.36
18229,4.3,-0.2,0.36
18260,4.3,0.25,0.36
18293,4.29,0.25,0.36
18324,3.04,0.25,0.37
18356,1.14,0.25,0.37
18388,-0.5,0.25,0.37
18419,-0.24,0.25,0.38
18450,0.88,0.25,0.37
18481,1.95,0.25,0.37
18512,2.45,0.25,0.37
18544,2.16,0.25,0.37
18576,1.59,0.25,0.37
18608,1.06,0.25,0.37
18639,0.96,0.25,0.37
18670,1.12,0.25,0.37
18701,1.21,0.25,0.37
18733,1.22,0.25,0.37
18764,1.2,0.25,0.37
18796,1.22,0.25,0.37
18828,1.22,0.25,0.37
18860,1.22,0.25,0.37
18891,1.21,0.25,0.37
18922,1.22,0.25,0.37
18954,1.21,0.25,0.37
18986,1.21,0.25,0.37
19019,1.2,0.25,0.37
19050,1.2,0.25,0.37
19081,1.2,0.25,0.37
19112,1.2,0.25,0.37
19143,1.2,0.25,0.37
19176,1.2,0.25,0.37
19208,1.2,0.25,0.37
19240,1.2,-0.25,0.37
19271,1.2,-0.25,0.37
19302,2.55,-0.25,0.37
19333,4.66,-0.25,0.36
19365,6.34,-0.25,0.36
19397,6.56,-0.25,0.36
19428,5.62,-0.25,0.36
19461,4.26,-0.25,0.36
19492,3.25,-0.25,0.37
19523,3.59,-0.25,0.36
19554,4.27,-0.25,0.36
19586,4.85,-0.25,0.36
19617,4.98,-0.25,0.36
19649,4.77,-0.25,0.36
19681,4.54,-0.25,0.36
19712,4.44,-0.25,0.36
19743,4.5,-0.25,0.36
19775,4.46,-0.25,0.36
19807,4.47,-0.25,0.36
19839,4.47,-0.25,0.36
19871,4.47,-0.25,0.36
19903,4.46,-0.25,0.36
19934,4.48,-0.25,0.36
19965,4.47,-0.25,0.36
19996,4.46,-0.25,0.36
20029,4.47,-0.25,0.36
20061,4.47,-0.25,0.36
20093,4.47,-0.25,0.36
20124,4.47,-0.25,0.36
20155,4.47,-0.25,0.36
20186,4.47,-0.25,0.36
20217,4.47,-0.25,0.36
20250,4.47,-0.25,0.36
20282,4.47,-0.25,0.36
20314,4.47,-0.25,0.36
20345,4.47,-0.25,0.36
20376,4.47,-0.25,0.36
20407,4.47,-0.25,0.36
20440,4.47,-0.25,0.36
20471,4.47,-0.25,0.36
20503,4.47,-0.25,0.36
20535,4.47,-0.25,0.36
20566,4.47,-0.25,0.36
20597,4.47,-0.25,0.36
20628,4.47,-0.25,0.36
20660,4.47,-0.25,0.36
20693,4.47,-0.25,0.36
20725,4.47,-0.25,0.36
20756,4.47,-0.25,0.36
20787,4.47,-0.25,0.36
20818,4.47,-0.25,0.36
20849,4.47,-0.25,0.36
20882,4.47,-0.25,0.36
20914,4.47,-0.25,0.36
20946,4.47,-0.25,0.36
20977,4.47,-0.25,0.36
21008,4.47,-0.25,0.36
21039,4.47,-0.25,0.36
21070,4.47,0.3,0.36
21102,4.47,0.3,0.36
21133,2.9,0.3,0.37
21166,0.61,0.3,0.37
21197,-1.28,0.3,0.38
21228,-0.91,0.3,0.38
21259,0.5,0.3,0.37
21291,1.87,0.3,0.37
21322,2.44,0.3,0.37
21354,2.02,0.3,0.37
21385,1.22,0.3,0.37
21418,0.49,0.3,0.37
21449,0.37,0.3,0.37
21480,0.69,0.3,0.37
21511,0.97,0.3,0.37
21543,1.07,0.3,0.37
21574,1,0.3,0.37
21607,1.02,0.3,0.37
21638,1.02,0.3,0.37
21669,1,0.3,0.37
21701,1.01,0.3,0.37
21732,1,0.3,0.37
21764,1,0.3,0.37
21796,1,0.3,0.37
21829,1.01,0.3,0.37
21860,1,0.3,0.37
21891,1.01,0.3,0.37
21922,1.01,0.3,0.37
21953,1.01,0.3,0.37
21985,1.01,0.3,0.37
22018,1.01,0.3,0.37
22050,1.01,0.3,0.37
22081,1.01,0.3,0.37
22112,1.01,0.3,0.37
22143,1.01,0.3,0.37
22174,1.02,0.3,0.37
22206,1.02,0.3,0.37
22238,1.02,0.3,0.37
22271,1.02,0.3,0.37
22302,1.02,0.3,0.37
22333,1.02,-0.3,0.37
22364,1.02,-0.3,0.37
22396,2.4,-0.3,0.37
22427,4.85,-0.3,0.36
22459,6.86,-0.3,0.36
22491,7.29,-0.3,0.35
22522,5.72,-0.3,0.36
22553,4.16,-0.3,0.36
22584,3.32,-0.3,0.36
22617,3.6,-0.3,0.36
22649,4.43,-0.3,0.36
22680,5.22,-0.3,0.36
22712,5.53,-0.3,0.36
22743,5.2,-0.3,0.36
22774,4.88,-0.3,0.36
22805,4.71,-0.3,0.36
22836,4.76,-0.3,0.36
22869,4.76,-0.3,0.36
22901,4.74,-0.3,0.36
22933,4.77,-0.3,0.36
22964,4.74,-0.3,0.36
22995,4.76,-0.3,0.36
23026,4.74,-0.3,0.36
23057,4.76,-0.3,0.36
23090,4.74,-0.3,0.36
23122,4.76,-0.3,0.36
23154,4.75,-0.3,0.36
23185,4.75,-0.3,0.36
23216,4.75,-0.3,0.36
23247,4.75,-0.3,0.36
23278,4.75,-0.3,0.36
23310,4.75,-0.3,0.36
23343,4.75,-0.3,0.36
23375,4.75,-0.3,0.36
23406,4.75,-0.3,0.36
23437,4.75,-0.3,0.36
23468,4.75,-0.3,0.36
23500,4.75,-0.3,0.36
23544,4.75,-0.3,0.36
23576,4.75,-0.3,0.36
23607,4.75,-0.3,0.36
23638,4.75,-0.3,0.36
23670,4.75,-0.3,0.36
23702,4.75,-0.3,0.36
23735,4.75,-0.3,0.36
23766,4.75,-0.3,0.36
23797,4.75,-0.3,0.36
23828,4.75,-0.3,0.36
23859,4.75,-0.3,0.36
23892,4.75,-0.3,0.36
23924,4.75,-0.3,0.36
23956,4.75,-0.3,0.36
23987,4.75,-0.3,0.36
24018,4.75,-0.3,0.36
24049,4.75,-0.3,0.36
24080,4.75,-0.3,0.36
24113,4.75,-0.3,0.36
24145,4.75,-0.3,0.36
24177,4.75,-0.3,0.36
24208,4.75,-0.3,0.36
24239,4.75,0.35,0.36
24271,4.75,0.35,0.36
24303,3.55,0.35,0.36
