time_ms,pitch_deg,u_deg,motor_pos
44304,-0.82,0.7,0.38
44335,-0.86,0.7,0.38
44368,-0.83,0.7,0.38
44399,-0.85,0.7,0.38
44431,-0.85,0.7,0.38
44463,-0.83,0.7,0.38
44494,-0.85,0.7,0.38
44525,-0.85,0.7,0.38
44557,-0.85,0.7,0.38
44589,-0.85,0.7,0.38
44621,-0.86,0.7,0.38
44653,-0.85,0.7,0.38
44684,-0.86,0.7,0.38
44715,-0.86,0.7,0.38
44747,-0.86,0.7,0.38
44779,-0.86,0.7,0.38
44811,-0.86,0.7,0.38
44844,-0.86,0.7,0.38
44875,-0.87,-0.7,0.38
44906,-0.8,-0.7,0.38
44937,2.47,-0.7,0.37
44969,7.97,-0.7,0.36
45000,12.79,-0.7,0.34
45044,13.54,-0.7,0.34
45076,8.72,-0.7,0.35
45107,4.88,-0.7,0.36
45138,3.28,-0.7,0.37
45170,4.37,-0.7,0.37
45201,7.17,-0.7,0.36
45233,10.04,-0.7,0.35
45265,11.14,-0.7,0.35
45296,9.48,-0.7,0.35
45327,7.39,-0.7,0.35
45358,6.06,-0.7,0.36
45390,6.16,-0.7,0.36
45423,7.23,-0.7,0.36
45454,8.49,-0.7,0.35
45486,9.19,-0.7,0.35
45517,8.78,-0.7,0.35
45548,8.12,-0.7,0.35
45579,7.62,-0.7,0.35
45610,7.6,-0.7,0.36
45643,7.79,-0.7,0.35
45675,7.94,-0.7,0.35
45706,7.97,-0.7,0.35
45737,7.95,-0.7,0.35
45768,7.97,-0.7,0.35
45800,7.94,-0.7,0.35
45837,7.97,-0.7,0.35
45868,7.96,-0.7,0.35
45899,7.96,-0.7,0.35
45930,7.95,-0.7,0.35
45962,7.96,-0.7,0.35
45995,7.94,-0.7,0.35
46027,7.94,-0.7,0.35
46058,7.94,-0.7,0.35
46089,7.94,-0.7,0.35
46120,7.94,-0.7,0.35
46152,7.94,-0.7,0.35
46184,7.94,-0.7,0.35
46216,7.94,-0.7,0.35
46248,7.94,-0.7,0.35
46280,7.94,-0.7,0.35
46311,7.94,-0.7,0.35
46342,7.94,-0.7,0.35
46374,7.94,-0.7,0.35
46405,7.94,0.75,0.35
46437,7.94,0.75,0.35
46469,5.6,0.75,0.36
46500,-2.74,0.75,0.38
46537,-7.68,0.75,0.39
46569,-8.72,0.75,0.4
46600,-4.27,0.75,0.39
46636,0.85,0.75,0.38
46667,3.91,0.75,0.37
46700,3.33,0.75,0.37
46734,-1.18,0.75,0.38
46766,-4.34,0.75,0.39
46798,-5.25,0.75,0.39
46830,-3.83,0.75,0.39
46861,-0.39,0.75,0.38
46892,1.38,0.75,0.37
46923,1.16,0.75,0.37
46954,-0.47,0.75,0.38
46987,-2.18,0.75,0.38
47018,-2.97,0.75,0.38
47050,-2.57,0.75,0.38
47082,-1.14,0.75,0.38
47113,-0.3,0.75,0.38
47144,-0.25,0.75,0.38
47175,-0.68,0.75,0.38
47207,-1.17,-0.75,0.38
47239,-1.49,-0.75,0.38
47270,0.19,-0.75,0.37
47302,5.55,-0.75,0.36
47333,13.12,-0.75,0.34
47364,14.98,-0.75,0.34
47395,12.71,-0.75,0.34
47428,8.09,-0.75,0.35
47459,4.18,-0.75,0.36
47491,2.97,-0.75,0.37
47523,5.52,-0.75,0.36
47554,9,-0.75,0.35
47585,11.51,-0.75,0.35
47616,11.54,-0.75,0.34
47648,9.66,-0.75,0.35
47681,7.3,-0.75,0.36
47712,5.92,-0.75,0.36
47743,6.55,-0.75,0.36
47774,8.04,-0.75,0.35
47805,9.36,-0.75,0.35
47837,9.72,-0.75,0.35
47868,9.15,-0.75,0.35
47900,8.28,-0.75,0.35
47940,7.61,-0.75,0.35
47971,7.79,-0.75,0.35
48004,8.11,-0.75,0.35
48035,8.4,-0.75,0.35
48066,8.35,-0.75,0.35
48097,8.32,-0.75,0.35
48129,8.34,-0.75,0.35
48160,8.29,-0.75,0.35
48193,8.32,-0.75,0.35
48225,8.29,-0.75,0.35
48256,8.29,-0.75,0.35
48287,8.3,-0.75,0.35
48318,8.3,-0.75,0.35
48350,8.28,-0.75,0.35
48383,8.3,-0.75,0.35
48415,8.29,-0.75,0.35
48446,8.29,-0.75,0.35
48477,8.29,-0.75,0.35
48508,8.3,-0.75,0.35
48540,8.29,-0.75,0.35
48572,8.29,-0.75,0.35
48605,8.29,-0.75,0.35
48636,8.29,-0.75,0.35
48667,8.3,-0.75,0.35
48698,8.29,-0.75,0.35
48730,8.3,-0.75,0.35
48761,8.29,-0.75,0.35
48793,8.29,-0.75,0.35
48826,8.29,-0.75,0.35
48857,8.29,-0.75,0.35
48888,8.29,-0.75,0.35
48919,8.29,-0.75,0.35
48950,8.29,-0.75,0.35
48983,8.29,-0.75,0.35
49014,8.29,-0.75,0.35
49046,8.29,0.8,0.35
49078,8.29,0.8,0.35
49109,3.92,0.8,0.36
49140,-2.93,0.8,0.38
49171,-8.41,0.8,0.4
49203,-9.76,0.8,0.4
49236,-6.84,0.8,0.4
49267,-1.37,0.8,0.38
49298,3.21,0.8,0.37
49329,3.58,0.8,0.37
49361,0.13,0.8,0.37
49392,-3.88,0.8,0.38
49423,-6.04,0.8,0.39
49455,-5.43,0.8,0.39
49488,-2.89,0.8,0.38
49519,0.01,0.8,0.38
49550,1.48,0.8,0.37
49581,0.15,0.8,0.37
49612,-1.93,0.8,0.38
49644,-3.41,0.8,0.38
49675,-3.52,0.8,0.39
49708,-2.55,0.8,0.38
49739,-1.22,0.8,0.38
49771,-0.31,0.8,0.38
49802,-0.64,0.8,0.38
49833,-1.3,0.8,0.38
49864,-1.9,0.8,0.38
49896,-2.07,0.8,0.38
49927,-1.87,0.8,0.38
49960,-1.69,0.8,0.38
49991,-1.61,0.8,0.38
50022,-1.65,0.8,0.38
50053,-1.63,0.8,0.38
50085,-1.63,0.8,0.38
50116,-1.64,0.8,0.38
50149,-1.64,0.8,0.38
50181,-1.64,0.8,0.38
50212,-1.65,0.8,0.38
50243,-1.65,-0.8,0.38
50274,-1.66,-0.8,0.38
50306,0.78,-0.8,0.37
50338,6.65,-0.8,0.36
50369,12.67,-0.8,0.34
50401,15.53,-0.8,0.33
50433,12.59,-0.8,0.34
50464,7.66,-0.8,0.35
50495,3.89,-0.8,0.36
50526,2.96,-0.8,0.37
50558,4.88,-0.8,0.36
50591,8.43,-0.8,0.35
50622,11.49,-0.8,0.34
50653,11.85,-0.8,0.34
50684,9.79,-0.8,0.35
50715,7.33,-0.8,0.35
50747,5.98,-0.8,0.36
50778,6.34,-0.8,0.36
50810,7.79,-0.8,0.35
50843,9.33,-0.8,0.35
50874,10.04,-0.8,0.35
50905,9.39,-0.8,0.35
50936,8.43,-0.8,0.35
50967,7.79,-0.8,0.35
50999,7.84,-0.8,0.35
51031,8.21,-0.8,0.35
51063,8.58,-0.8,0.35
51094,8.67,-0.8,0.35
51125,8.57,-0.8,0.35
51156,8.57,-0.8,0.35
51188,8.57,-0.8,0.35
51219,8.57,-0.8,0.35
51252,8.57,-0.8,0.35
51284,8.55,-0.8,0.35
51315,8.55,-0.8,0.35
51346,8.54,-0.8,0.35
51378,8.53,-0.8,0.35
51409,8.52,-0.8,0.35
51441,8.53,-0.8,0.35
51472,8.51,-0.8,0.35
51504,8.51,-0.8,0.35
51536,8.49,-0.8,0.35
51567,8.49,-0.8,0.35
51598,8.48,-0.8,0.35
51629,8.47,-0.8,0.35
51661,8.47,-0.8,0.35
51693,8.47,-0.8,0.35
51726,8.46,-0.8,0.35
51757,8.46,-0.8,0.35
51788,8.45,-0.8,0.35
51819,8.45,-0.8,0.35
51850,8.44,-0.8,0.35
51882,8.44,-0.8,0.35
51915,8.43,-0.8,0.35
51947,8.43,0.85,0.35
51978,8.33,0.85,0.35
52009,3.83,0.85,0.36
52040,-3.45,0.85,0.38
52071,-9.34,0.85,0.4
52103,-10.87,0.85,0.4
52134,-7.9,0.85,0.4
52167,-2.07,0.85,0.38
52198,3.84,0.85,0.37
52229,3.59,0.85,0.36
52260,-0.04,0.85,0.37
52292,-4.45,0.85,0.38
52323,-6.96,0.85,0.39
52355,-6.49,0.85,0.39
52387,-3.78,0.85,0.39
52419,-0.53,0.85,0.38
52450,1.33,0.85,0.37
52481,-0.04,0.85,0.37
52512,-2.36,0.85,0.38
52545,-4.14,0.85,0.39
52576,-4.38,0.85,0.39
52608,-3.31,0.85,0.38
52639,-1.34,0.85,0.38
52670,-0.62,0.85,0.38
52702,-0.95,0.85,0.38
52733,-1.76,0.85,0.38
52765,-2.54,0.85,0.38
52797,-2.82,0.85,0.38
52828,-2.56,0.85,0.38
52860,-2.24,0.85,0.38
52891,-1.99,0.85,0.38
52922,-2.03,0.85,0.38
52953,-2.06,0.85,0.38
52984,-2.03,0.85,0.38
53017,-2.07,0.85,0.38
53049,-2.05,0.85,0.38
53081,-2.04,-0.85,0.38
53112,-2.05,-0.85,0.38
53143,0.95,-0.85,0.37
53174,7.17,-0.85,0.36
53206,13.4,-0.85,0.34
53237,16.04,-0.85,0.33
53269,14.13,-0.85,0.34
53301,9.26,-0.85,0.35
53332,3.61,-0.85,0.36
53363,2.73,-0.85,0.37
53395,4.8,-0.85,0.36
53426,8.58,-0.85,0.35
53458,11.82,-0.85,0.34
53489,12.58,-0.85,0.34
53522,10.91,-0.85,0.35
53553,7.37,-0.85,0.35
53584,5.87,-0.85,0.36
53615,6.21,-0.85,0.36
53647,7.76,-0.85,0.35
53678,9.48,-0.85,0.35
53710,10.36,-0.85,0.35
53741,9.95,-0.85,0.35
53773,8.92,-0.85,0.35
53804,7.78,-0.85,0.35
53835,7.78,-0.85,0.35
53866,8.23,-0.85,0.35
53899,8.72,-0.85,0.35
53930,8.91,-0.85,0.35
53962,8.78,-0.85,0.35
53993,8.66,-0.85,0.35
54024,8.68,-0.85,0.35
54056,8.66,-0.85,0.35
54087,8.66,-0.85,0.35
54118,8.66,-0.85,0.35
54150,8.67,-0.85,0.35
54181,8.65,-0.85,0.35
54213,8.64,-0.85,0.35
54245,8.65,-0.85,0.35
54276,8.63,-0.85,0.35
54307,8.63,-0.85,0.35
54338,8.63,-0.85,0.35
54370,8.63,-0.85,0.35
54402,8.63,-0.85,0.35
54435,8.62,-0.85,0.35
54466,8.62,-0.85,0.35
54497,8.62,-0.85,0.35
54528,8.61,-0.85,0.35
54559,8.61,-0.85,0.35
54592,8.6,-0.85,0.35
54624,8.61,-0.85,0.35
54656,8.6,-0.85,0.35
54687,8.6,0.9,0.35
54718,8.61,0.9,0.35
54749,5.97,0.9,0.36
54780,-1.38,0.9,0.38
54813,-8.43,0.9,0.4
54844,-10.82,0.9,0.41
54876,-8.43,0.9,0.4
54907,-0.22,0.9,0.38
54938,4.29,0.9,0.37
54970,4.41,0.9,0.36
55001,0.76,0.9,0.37
55032,-4.06,0.9,0.38
55065,-7.04,0.9,0.39
55096,-6.85,0.9,0.4
55128,-4.11,0.9,0.39
55159,0.5,0.9,0.38
55190,1.88,0.9,0.37
55221,0.6,0.9,0.37
55253,-1.95,0.9,0.38
55285,-4.07,0.9,0.39
55317,-4.57,0.9,0.39
55348,-2.92,0.9,0.39
55379,-1.2,0.9,0.38
55411,-0.24,0.9,0.38
55442,-0.51,0.9,0.38
55474,-1.44,0.9,0.38
55506,-2.41,0.9,0.38
55538,-2.85,0.9,0.38
55569,-2.61,0.9,0.38
55600,-2,0.9,0.38
55643,-1.67,0.9,0.38
55676,-1.75,0.9,0.38
55708,-1.83,0.9,0.38
55739,-1.82,0.9,0.38
55770,-1.84,0.9,0.38
55802,-1.82,0.9,0.38
55833,-1.82,0.9,0.38
55865,-1.83,0.9,0.38
55896,-1.82,0.9,0.38
55928,-1.83,0.9,0.38
55960,-1.83,0.9,0.38
55991,-1.83,0.9,0.38
56022,-1.84,0.9,0.38
56053,-1.85,0.9,0.38
56084,-1.86,0.9,0.38
56117,-1.87,0.9,0.38
56149,-1.87,0.9,0.38
56181,-1.88,-0.9,0.38
56212,-1.88,-0.9,0.38
56243,1.24,-0.9,0.38
56274,7.78,-0.9,0.36
56307,14.43,-0.9,0.34
56338,17.35,-0.9,0.33
56370,15.55,-0.9,0.33
56402,10.4,-0.9,0.35
56433,4.11,-0.9,0.36
56464,2.83,-0.9,0.37
56495,4.79,-0.9,0.36
56527,8.8,-0.9,0.35
56560,12.56,-0.9,0.34
56591,13.79,-0.9,0.34
56622,12.22,-0.9,0.34
56654,8.31,-0.9,0.35
56685,6.39,-0.9,0.36
56716,6.46,-0.9,0.36
56747,8.03,-0.9,0.35
56779,10.05,-0.9,0.35
56812,11.29,-0.9,0.35
56843,11.1,-0.9,0.35
56874,9.56,-0.9,0.35
56905,8.48,-0.9,0.35
56936,8.24,-0.9,0.35
56968,8.71,-0.9,0.35
56999,9.36,-0.9,0.35
57032,9.76,-0.9,0.35
57064,9.69,-0.9,0.35
57095,9.4,-0.9,0.35
57126,9.3,-0.9,0.35
57157,9.36,-0.9,0.35
57188,9.33,-0.9,0.35
57220,9.33,-0.9,0.35
57253,9.33,-0.9,0.35
57285,9.33,-0.9,0.35
57316,9.31,-0.9,0.35
57347,9.33,-0.9,0.35
57378,9.33,-0.9,0.35
57410,9.33,-0.9,0.35
57441,9.32,-0.9,0.35
57473,9.33,-0.9,0.35
57505,9.33,-0.9,0.35
57536,9.33,-0.9,0.35
57567,9.33,-0.9,0.35
57599,9.33,-0.9,0.35
57630,9.33,-0.9,0.35
57662,9.33,0.95,0.35
57694,9.33,0.95,0.35
57726,7.38,0.95,0.36
57757,-2.4,0.95,0.38
57788,-9.45,0.95,0.4
57819,-12.35,0.95,0.41
57850,-10.49,0.95,0.41
57882,-4.7,0.95,0.39
57915,1.77,0.95,0.37
57946,4.82,0.95,0.36
57977,1.88,0.95,0.37
58008,-3.25,0.95,0.38
58040,-7.25,0.95,0.4
58071,-8.04,0.95,0.4
58102,-5.57,0.95,0.39
58134,-1.81,0.95,0.38
58167,0.49,0.95,0.37
58198,-0.14,0.95,0.37
58229,-3.64,0.95,0.38
58260,-5.88,0.95,0.39
58291,-6.35,0.95,0.39
58324,-5.13,0.95,0.39
58355,-3.21,0.95,0.38
58387,-1.81,0.95,0.38
58419,-1.95,-0.95,0.38
58450,-2.93,-0.95,0.38
58481,-0.43,-0.95,0.38
58512,5.7,-0.95,0.36
58543,12.83,-0.95,0.34
58575,16.56,-0.95,0.33
58606,15.57,-0.95,0.33
58639,10.7,-0.95,0.34
58670,3.76,-0.95,0.36
58701,1.73,-0.95,0.37
58732,3.1,-0.95,0.37
58764,6.93,-0.95,0.36
58795,11.07,-0.95,0.34
58828,13.04,-0.95,0.34
58859,12.02,-0.95,0.34
58890,8.1,-0.95,0.35
58921,5.72,-0.95,0.36
58953,5.33,-0.95,0.36
58984,6.65,-0.95,0.36
59016,8.74,-0.95,0.35
59047,10.31,-0.95,0.35
59080,10.48,-0.95,0.34
59111,9.09,-0.95,0.35
59142,7.85,-0.95,0.35
59173,7.3,-0.95,0.35
59204,7.63,-0.95,0.35
59237,8.31,-0.95,0.35
59269,8.84,-0.95,0.35
59300,8.92,-0.95,0.35
59341,8.63,-0.95,0.35
59372,8.47,-0.95,0.35
59403,8.52,-0.95,0.35
59435,8.5,-0.95,0.35
59466,8.51,-0.95,0.35
59497,8.53,-0.95,0.35
59529,8.52,-0.95,0.35
59562,8.54,-0.95,0.35
59593,8.53,-0.95,0.35
59624,8.54,-0.95,0.35
59655,8.52,-0.95,0.35
59686,8.54,-0.95,0.35
59718,8.53,-0.95,0.35
59749,8.53,-0.95,0.35
59782,8.54,-0.95,0.35
59813,8.54,-0.95,0.35
59844,8.54,-0.95,0.35
59875,8.54,-0.95,0.35
59906,8.55,-0.95,0.35
59939,8.55,-0.95,0.35
59971,8.55,-0.95,0.35
60003,8.56,-0.95,0.35
60034,8.56,-0.95,0.35
60065,8.56,-0.95,0.35
60096,8.56,-0.95,0.35
60128,8.56,-0.95,0.35
60160,8.57,-0.95,0.35
60192,8.57,-0.95,0.35
60224,8.57,1,0.35
60255,8.59,1,0.35
60286,4.92,1,0.36
60317,-3.28,1,0.38
60349,-10.84,1,0.4
60381,-14.3,1,0.41
60412,-12.79,1,0.41
60445,-6.84,1,0.39
60476,2.28,1,0.37
60507,4.46,1,0.36
60538,1.71,1,0.37
60570,-3.98,1,0.38
60601,-8.87,1,0.4
60633,-10.35,1,0.4
60664,-8.11,1,0.39
60696,-3.77,1,0.38
60727,0.71,1,0.37
60758,0.42,1,0.37
60789,-2.39,1,0.38
60822,-5.55,1,0.39
60853,-7.21,1,0.39
60885,-6.63,1,0.39
60917,-3.75,1,0.38
60948,-1.86,1,0.38
60979,-1.5,1,0.38
61010,-2.5,1,0.38
61042,-3.98,1,0.38
61075,-5.05,1,0.39
61106,-5.07,1,0.39
61137,-4.38,1,0.38
61168,-3.37,1,0.38
61199,-3.05,1,0.38
61231,-3.25,1,0.38
61262,-3.57,1,0.38
61294,-3.84,1,0.38
61327,-3.91,1,0.38
61358,-3.85,1,0.38
61389,-3.88,1,0.38
61420,-3.87,1,0.38
61451,-3.87,-1,0.38
61484,-3.87,-1,0.38
61515,-1.54,-1,0.38
61547,5.15,-1,0.36
61579,12.99,-1,0.34
61610,17.16,-1,0.32
61641,14.57,-1,0.33
61672,8.35,-1,0.34
61703,2.33,-1,0.36
61736,-0.55,-1,0.37
61767,0.44,-1,0.37
61799,4.58,-1,0.36
61830,11.12,-1,0.34
61861,13.04,-1,0.34
61892,11.45,-1,0.34
61924,7.82,-1,0.34
61955,4.5,-1,0.36
61988,3.29,-1,0.36
62020,4.44,-1,0.36
62051,7.87,-1,0.35
62082,9.9,-1,0.34
62113,10.15,-1,0.34
62144,8.88,-1,0.34
62177,7.11,-1,0.35
62208,5.89,-1,0.35
62240,5.92,-1,0.35
62271,7.16,-1,0.35
62303,8.07,-1,0.35
62334,8.37,-1,0.35
62365,8.07,-1,0.35
62397,7.63,-1,0.35
62430,7.26,-1,0.35
62461,7.25,-1,0.35
62492,7.45,-1,0.35
62523,7.51,-1,0.35
62554,7.53,-1,0.35
62585,7.58,-1,0.35
62617,7.62,-1,0.35
62650,7.64,-1,0.35
62682,7.67,-1,0.35
62713,7.73,-1,0.35
62744,7.74,-1,0.35
62775,7.78,-1,0.35
62806,7.81,1.05,0.35
62839,7.84,1.05,0.35
62870,4.47,1.05,0.36
62902,-4.04,1.05,0.38
62933,-14.21,1.05,0.4
62965,-16.61,1.05,0.42
62996,-14.26,1.05,0.41
63027,-7.36,1.05,0.4
63058,0.7,1.05,0.37
63090,4.59,1.05,0.36
63123,2.96,1.05,0.36
63154,-5.38,1.05,0.38
63185,-11.1,1.05,0.4
63216,-12.92,1.05,0.41
63248,-10.54,1.05,0.4
63280,-5.4,1.05,0.39
63311,-0.66,1.05,0.37
63344,0.65,1.05,0.37
63375,-3.03,1.05,0.38
63406,-6.97,1.05,0.39
63437,-9.23,1.05,0.4
63468,-8.8,1.05,0.4
63501,-6.31,1.05,0.39
63533,-3.47,1.05,0.38
63564,-2.05,1.05,0.38
63596,-3.21,1.05,0.38
63627,-5.17,1.05,0.38
63658,-6.69,1.05,0.39
63689,-6.87,1.05,0.39
63720,-5.98,1.05,0.39
63752,-4.76,1.05,0.38
63785,-3.94,1.05,0.38
63816,-3.97,1.05,0.38
63847,-4.74,1.05,0.38
63878,-5.31,1.05,0.39
63909,-5.52,1.05,0.39
63941,-5.35,1.05,0.39
63973,-5.15,1.05,0.38
64005,-5.07,1.05,0.38
64037,-5.11,1.05,0.38
64068,-5.07,1.05,0.38
64099,-5.11,1.05,0.38
64130,-5.05,1.05,0.38
64161,-5.04,1.05,0.38
64194,-5.03,1.05,0.38
64226,-5.03,1.05,0.38
64258,-5.03,1.05,0.38
64289,-5.04,1.05,0.38
